propertyType,bedrooms,bathrooms,squareFeet,lot_size,oceanProximity,yearBuilt,price,has_garage,has_pool
House,4,3,3124,12024,<1H OCEAN,1948,826803,False,True
Condo,4,3,3663,13317,<1H OCEAN,1994,2955256,False,False
Townhouse,5,1,3169,14045,NEAR BAY,1940,1388587,False,False
Apartment,3,2,2962,9851,NEAR OCEAN,1985,1225822,True,True
Townhouse,1,1,3119,13568,INLAND,1989,1324089,True,True
House,4,2,2259,4366,<1H OCEAN,2006,2739689,True,True
Villa,2,1,2692,6816,<1H OCEAN,1911,148879,True,True
Townhouse,3,3,3111,3068,INLAND,1934,825564,True,True
Apartment,3,1,3097,10007,INLAND,2012,2891822,False,False
House,4,1,2285,4409,NEAR BAY,2001,317759,True,False
Townhouse,5,3,3725,8905,<1H OCEAN,1903,1331637,True,False
Condo,4,3,3286,7580,<1H OCEAN,1944,1270955,True,False
Villa,4,2,2289,6102,NEAR BAY,1948,2937311,False,False
House,5,2,1881,7378,NEAR BAY,1973,1270250,True,True
Townhouse,2,1,2852,8231,INLAND,2015,2593783,False,True
House,5,1,2700,14247,NEAR OCEAN,1917,203146,False,True
Condo,4,1,2621,13452,INLAND,1945,2171148,False,False
Apartment,1,3,3710,12694,NEAR BAY,2011,652424,True,False
Townhouse,5,2,1064,6637,NEAR OCEAN,1982,2587503,True,False
House,2,1,2072,7479,NEAR BAY,1957,1128623,False,True
House,5,2,2942,7076,<1H OCEAN,1914,1654368,False,False
House,5,2,2686,2368,NEAR BAY,1957,1232850,False,True
Apartment,3,3,2632,7126,NEAR OCEAN,1922,2884982,False,False
House,3,3,3666,6774,NEAR OCEAN,1922,2584187,True,True
Villa,4,1,1496,4433,<1H OCEAN,1984,2702527,True,True
Villa,4,1,2280,6778,<1H OCEAN,1925,2551058,False,True
House,5,1,1540,2395,NEAR OCEAN,2008,935197,True,True
Villa,1,1,3164,2539,INLAND,1933,2617940,True,True
Townhouse,4,1,1573,4667,NEAR BAY,1940,843651,True,False
Villa,5,2,918,3170,INLAND,1976,1203076,False,False
House,5,2,2569,3307,<1H OCEAN,1956,2164770,True,True
Condo,5,3,3641,8731,NEAR BAY,1924,812050,False,True
Townhouse,5,3,3049,5675,NEAR BAY,1953,915067,True,False
Apartment,5,2,3924,3530,<1H OCEAN,1943,1532923,False,True
House,3,3,3164,3497,INLAND,1996,811481,True,False
Apartment,2,3,2067,5813,INLAND,1991,509623,False,False
Condo,2,1,1917,4757,<1H OCEAN,1912,459319,True,True
Apartment,5,3,3963,6671,INLAND,1953,2301168,False,False
House,4,3,1612,13098,NEAR OCEAN,1926,2840683,False,False
House,1,3,837,11076,<1H OCEAN,1907,358422,False,False
Condo,5,2,3260,7000,NEAR OCEAN,1999,2007089,True,False
House,1,2,1042,10694,NEAR OCEAN,2017,1406912,False,False
Condo,3,1,2187,13176,NEAR OCEAN,1942,1715033,True,True
Condo,2,3,2798,14337,NEAR BAY,2019,2368062,False,False
House,3,2,3935,13785,NEAR OCEAN,1969,254102,True,False
Villa,4,1,1654,3993,INLAND,1976,1895233,False,False
Condo,4,3,3048,10416,<1H OCEAN,1983,2044413,False,False
House,5,1,3154,12321,INLAND,1954,224908,True,False
Villa,4,1,2597,12421,NEAR OCEAN,1963,2653886,True,False
Condo,4,3,974,2521,NEAR OCEAN,1904,135682,True,True
Villa,3,2,2512,13623,NEAR OCEAN,1958,1288942,True,False
Townhouse,1,3,3819,4975,NEAR OCEAN,2008,1467322,True,False
Townhouse,2,3,3863,14522,<1H OCEAN,1926,2504538,False,False
Villa,4,3,3841,9493,<1H OCEAN,2012,1156118,False,False
Condo,4,2,3444,11682,NEAR BAY,2014,1173536,False,True
House,3,3,1471,9614,<1H OCEAN,1918,1383147,True,False
Apartment,2,2,1493,7864,NEAR OCEAN,1964,1220662,False,False
House,3,1,1347,6842,NEAR BAY,1967,634269,False,False
Apartment,1,2,2680,12785,NEAR OCEAN,1965,1186259,True,True
Apartment,3,1,1922,14330,NEAR BAY,2007,559350,False,False
Condo,2,1,3396,14669,<1H OCEAN,1925,2102866,True,False
Villa,2,3,1072,3156,<1H OCEAN,1932,183922,False,False
House,4,2,3823,14690,<1H OCEAN,2007,2936602,True,False
Villa,1,1,1583,9792,NEAR BAY,2008,1174643,False,False
Townhouse,5,1,2009,13633,INLAND,1937,1164126,False,True
Condo,4,2,1739,14341,NEAR OCEAN,1906,2959262,False,False
Condo,3,2,1251,2653,<1H OCEAN,1992,2884988,False,False
Townhouse,3,1,3408,4608,<1H OCEAN,2015,552887,True,False
House,2,1,2328,6874,NEAR OCEAN,1904,1196981,True,False
Townhouse,2,2,893,10350,INLAND,1908,1564789,False,False
House,2,2,2130,9105,NEAR OCEAN,1912,955207,True,False
Apartment,5,1,2561,2137,<1H OCEAN,2009,889706,False,False
Condo,5,3,3364,2532,<1H OCEAN,1939,409127,False,True
House,4,2,2688,5373,INLAND,1947,2679551,False,False
Villa,5,1,1753,8878,NEAR BAY,1945,1806711,False,False
Villa,2,1,3021,10906,INLAND,1963,2688427,True,False
Condo,4,3,3542,13882,NEAR OCEAN,1963,2234631,True,False
Townhouse,4,2,1896,5145,<1H OCEAN,1928,2864436,False,False
Townhouse,1,1,1968,8675,INLAND,1917,1404386,False,True
House,5,3,1707,4324,<1H OCEAN,1929,2015558,True,True
Townhouse,3,2,2487,10612,NEAR BAY,1973,831965,False,False
Condo,3,3,2903,13236,INLAND,1918,717809,True,False
House,1,1,3542,8029,INLAND,1947,112265,True,True
Apartment,2,3,1433,12296,<1H OCEAN,1908,2427609,False,False
Townhouse,1,1,3091,14856,NEAR BAY,1984,924253,False,True
Townhouse,2,1,3741,6164,<1H OCEAN,1900,801637,True,False
House,5,3,1003,13461,NEAR OCEAN,2004,880195,True,False
Villa,5,3,815,3175,NEAR OCEAN,2019,662860,True,False
Townhouse,4,1,925,2719,NEAR BAY,1989,616735,False,False
Condo,4,3,3446,14475,NEAR OCEAN,1977,1338181,False,False
Townhouse,4,2,3313,11878,<1H OCEAN,1938,2087570,True,False
Apartment,4,2,3637,13310,INLAND,1992,2033931,True,False
Townhouse,3,3,2701,5571,NEAR OCEAN,1954,1623068,False,False
Villa,4,3,2378,7839,NEAR BAY,2019,1097107,False,False
Townhouse,4,2,878,2179,NEAR BAY,2006,1739767,True,False
House,4,1,1588,9666,<1H OCEAN,1951,2818600,True,False
Townhouse,2,1,2202,3772,NEAR OCEAN,1970,638575,False,False
Villa,4,2,3111,2007,NEAR OCEAN,1963,2963000,True,False
House,1,1,3152,8245,NEAR OCEAN,1923,573677,False,False
Condo,4,3,2311,14447,NEAR BAY,1926,1554016,True,False
House,4,3,3587,12709,NEAR BAY,2005,1802427,False,False
Apartment,3,2,924,7776,NEAR BAY,2014,2031056,True,False
House,4,2,1417,6100,INLAND,1965,1024449,True,False
Condo,2,2,1541,4887,<1H OCEAN,1965,2013337,True,False
Townhouse,5,2,880,9546,INLAND,2018,2135912,False,True
House,4,1,3719,14668,NEAR BAY,2020,2931379,True,False
House,4,1,2444,8749,NEAR OCEAN,1961,2839306,True,False
House,4,1,974,12194,NEAR OCEAN,1915,2101651,False,False
House,3,3,1475,9896,INLAND,1911,376325,False,False
Condo,5,3,3996,5755,NEAR BAY,1939,1591412,False,True
Villa,3,2,1147,2972,NEAR BAY,1989,934764,False,False
Villa,3,2,2712,7955,NEAR BAY,1909,1916491,True,True
House,3,1,2190,8793,NEAR OCEAN,1963,307918,True,False
Condo,2,1,2358,14591,NEAR OCEAN,1954,744245,True,False
Condo,5,1,2238,7275,NEAR BAY,1978,2067420,False,False
House,2,2,3725,13012,INLAND,2011,2892566,True,False
Apartment,2,1,3690,13227,<1H OCEAN,1988,1409843,False,False
House,5,2,3421,9467,NEAR OCEAN,1903,437887,True,False
Apartment,2,2,1523,13934,NEAR OCEAN,1989,251759,True,False
House,5,3,2075,14559,<1H OCEAN,1922,2510515,False,False
Apartment,4,3,1407,14410,NEAR BAY,2000,976501,True,False
Apartment,3,2,3416,6606,INLAND,1948,898313,False,True
House,2,1,3081,4326,INLAND,2005,731141,False,False
Apartment,5,2,1157,9004,NEAR BAY,1903,1675596,True,False
Townhouse,1,2,1888,5438,NEAR OCEAN,1900,1736388,False,False
Villa,2,2,1092,7652,NEAR BAY,1964,1988398,True,True
Condo,2,2,2147,9041,NEAR OCEAN,1938,1024808,True,False
Apartment,5,3,1790,13030,INLAND,1902,352516,False,False
Apartment,1,3,3376,7002,NEAR OCEAN,2011,1462091,False,False
Condo,1,2,2982,7749,INLAND,1956,2174254,False,False
Apartment,4,3,1619,3873,INLAND,1958,2004247,False,False
Condo,2,3,929,2396,INLAND,2011,1923349,False,False
House,3,1,2759,4348,NEAR OCEAN,1978,1184314,False,False
Townhouse,2,3,3416,7959,NEAR BAY,2018,1392440,False,False
Townhouse,3,3,3369,5465,INLAND,2006,2646623,False,False
Villa,3,2,3307,6698,NEAR BAY,2017,1888779,False,False
Apartment,5,3,1392,8736,<1H OCEAN,1917,1583516,True,False
Villa,2,3,3789,6311,<1H OCEAN,1920,1193447,True,False
House,5,3,3748,9956,INLAND,1955,2729478,True,False
Townhouse,4,2,2724,2000,<1H OCEAN,1951,2555890,False,False
House,3,2,2455,9311,INLAND,1907,345014,False,False
House,1,3,1413,7369,NEAR OCEAN,1924,1278711,False,False
Apartment,3,2,2318,3194,NEAR OCEAN,1931,2167086,True,False
House,4,2,1338,13232,NEAR OCEAN,2019,2438366,False,True
Townhouse,3,1,1060,3099,NEAR BAY,1969,1384755,False,True
Villa,5,3,3456,5551,INLAND,2013,1510392,True,True
Townhouse,2,1,2484,12863,INLAND,1939,1737623,False,False
Apartment,1,3,2050,2761,NEAR BAY,1983,2177645,True,True
Townhouse,5,3,2612,14554,NEAR BAY,2012,413585,False,False
Condo,2,1,2642,9617,<1H OCEAN,1928,2670716,True,False
Villa,1,1,2670,10287,<1H OCEAN,1968,2324046,False,False
Condo,4,3,1027,14208,NEAR OCEAN,1934,573461,True,False
Condo,3,1,3608,12992,NEAR BAY,1982,1871568,True,True
Apartment,1,1,3105,11765,NEAR BAY,2002,125593,True,False
House,4,2,2237,14599,NEAR BAY,1975,2794475,False,False
Condo,2,3,3673,7466,INLAND,1932,2395328,False,False
Townhouse,1,2,2059,8126,<1H OCEAN,1998,2440438,False,True
House,4,3,1843,10458,NEAR BAY,2005,248301,False,True
Townhouse,2,2,3271,13856,NEAR OCEAN,2001,2655158,False,True
Townhouse,5,3,3260,3121,INLAND,2011,2915984,True,True
House,3,2,3192,4604,NEAR BAY,1945,2365268,True,False
House,4,3,3497,8809,<1H OCEAN,1971,1177540,False,False
Townhouse,5,2,3314,5205,NEAR BAY,2001,596405,False,False
Apartment,2,1,988,6650,<1H OCEAN,1930,576380,False,False
Villa,1,3,2440,11309,<1H OCEAN,1974,687235,False,False
Villa,3,1,2208,13443,<1H OCEAN,1967,2890017,True,True
Apartment,2,2,2766,12086,NEAR OCEAN,1939,2066995,True,True
House,4,3,3969,12495,NEAR OCEAN,2021,1435121,True,False
Townhouse,3,2,3800,13197,<1H OCEAN,1968,2145644,True,False
Villa,5,2,3117,12993,INLAND,1941,2612076,True,False
Townhouse,3,1,1464,9903,NEAR BAY,1985,1318315,True,False
Apartment,5,3,2041,7136,INLAND,1943,1361539,False,False
Townhouse,2,2,820,14108,INLAND,1916,1484390,False,False
Apartment,1,1,3561,11844,NEAR BAY,1919,2228935,True,False
House,3,1,1983,14845,NEAR OCEAN,2006,1888260,False,False
Apartment,1,1,2315,14968,INLAND,2015,1964837,True,False
Apartment,1,1,1228,7260,INLAND,1975,488670,False,False
Villa,3,2,3423,12629,NEAR BAY,1952,2390778,True,True
Townhouse,3,2,3443,12965,INLAND,1943,1036274,True,False
Villa,1,2,3432,14237,INLAND,1916,1488488,False,True
Condo,4,3,3865,4095,NEAR OCEAN,2015,1795143,True,False
Apartment,4,3,2689,12850,INLAND,1926,1384936,True,False
Condo,3,1,1790,4842,<1H OCEAN,1922,490054,False,False
Villa,1,2,3506,13525,NEAR OCEAN,2017,363305,False,False
Townhouse,1,1,3918,8713,NEAR BAY,1957,114058,True,False
Villa,2,2,1022,4300,NEAR BAY,1968,1785808,False,True
Townhouse,1,3,1759,3726,NEAR BAY,2022,2286253,False,False
Townhouse,4,1,957,2512,INLAND,2012,970445,True,False
House,2,2,3918,8890,NEAR BAY,1955,1236167,True,True
Apartment,4,2,2807,2795,<1H OCEAN,1991,733816,False,True
Villa,5,2,1600,6959,NEAR OCEAN,2000,1264434,False,False
Townhouse,3,1,1521,14443,<1H OCEAN,1993,2291591,False,True
Villa,5,3,3166,11818,NEAR BAY,1944,2001937,False,True
Villa,3,2,2054,5281,INLAND,1928,2795237,False,False
Townhouse,4,1,3145,14611,INLAND,1913,184837,False,False
Condo,4,2,1244,9909,NEAR BAY,1907,930310,False,True
Apartment,5,1,904,7884,NEAR BAY,1945,971292,True,False
Apartment,3,3,2461,11256,NEAR BAY,1926,651056,True,False
House,3,2,1682,10553,INLAND,1969,1947880,False,False
House,2,1,2122,12611,<1H OCEAN,1906,841500,False,True
House,1,2,1891,4998,NEAR OCEAN,1925,2278868,False,False
Apartment,2,1,1337,12874,NEAR BAY,1941,753687,True,False
Condo,4,3,3520,13925,<1H OCEAN,1929,709425,True,False
Apartment,5,3,2443,2751,<1H OCEAN,1980,2293260,True,True
Apartment,3,1,1600,3336,<1H OCEAN,1905,2257805,False,True
Apartment,2,3,3664,11493,NEAR BAY,1966,1153412,True,False
Apartment,5,2,1864,6417,INLAND,1982,1764418,False,False
Condo,5,3,2371,3960,<1H OCEAN,1982,2847206,False,False
House,1,2,3815,6650,<1H OCEAN,1953,1079238,False,False
Villa,3,3,3710,5105,<1H OCEAN,1987,1663772,True,False
House,5,3,2229,14401,NEAR OCEAN,1991,2199465,True,False
House,3,2,2331,2001,<1H OCEAN,1934,291615,False,False
Villa,2,3,1041,2749,<1H OCEAN,1934,971777,False,False
Apartment,5,2,3790,9738,INLAND,1904,714231,True,False
Condo,5,2,2162,13271,<1H OCEAN,2001,811048,False,False
Condo,2,3,2867,4848,<1H OCEAN,1905,691469,False,False
House,3,3,2678,9619,NEAR BAY,2018,1189743,False,False
Villa,3,2,3741,5601,INLAND,1992,817656,False,True
Townhouse,5,1,2691,14860,<1H OCEAN,1922,1554834,False,True
Apartment,2,3,3688,14370,<1H OCEAN,2008,2492325,False,True
House,4,3,3591,11225,NEAR OCEAN,1958,1205224,True,False
Condo,3,1,1839,10625,NEAR OCEAN,1950,2651242,False,False
Villa,4,1,1100,2617,<1H OCEAN,1961,1634581,True,False
Villa,5,3,964,7341,NEAR OCEAN,2000,865858,False,False
House,4,3,3628,10981,<1H OCEAN,1931,454699,True,False
Townhouse,4,3,2081,5622,NEAR BAY,1900,2255234,False,True
Condo,3,1,2411,13109,NEAR OCEAN,1948,2782822,True,True
House,5,3,3200,6416,NEAR BAY,1997,2131800,True,False
Townhouse,4,1,3958,10989,<1H OCEAN,2007,2738492,True,False
Villa,3,1,1820,11970,NEAR OCEAN,1927,2896244,True,False
Apartment,4,2,2349,4926,<1H OCEAN,2013,958434,True,True
Condo,3,1,3718,7239,INLAND,1970,2356444,False,False
Condo,5,2,2768,13949,NEAR BAY,1936,945372,True,False
Townhouse,2,1,3606,7662,INLAND,1928,2153493,True,False
House,3,1,1677,7862,NEAR BAY,1918,2869111,True,False
Villa,3,2,3600,13432,<1H OCEAN,2011,1092510,True,False
Townhouse,4,2,3713,2651,NEAR OCEAN,2018,2684028,True,False
Apartment,5,2,3880,11488,INLAND,2007,1997851,True,False
Apartment,1,2,2120,12945,NEAR OCEAN,1918,1349821,False,False
Apartment,1,2,2779,14656,NEAR OCEAN,1950,2202115,False,False
Townhouse,2,2,2040,2471,INLAND,1983,1694550,False,True
Villa,5,2,3075,10027,INLAND,2016,2380598,False,False
Condo,3,1,3903,6851,NEAR OCEAN,1914,1301444,True,False
House,1,1,1230,3318,<1H OCEAN,1923,813457,True,False
Condo,2,2,3636,6974,INLAND,2004,858691,False,False
Villa,5,3,3017,11175,<1H OCEAN,1960,2436987,False,False
Condo,2,2,2054,6743,<1H OCEAN,1952,1944132,False,False
Townhouse,1,3,2917,4650,INLAND,1971,2396242,False,True
Apartment,4,1,1934,5609,<1H OCEAN,2014,2176139,False,True
Villa,4,1,3960,11803,NEAR BAY,1958,1744237,True,False
Villa,5,3,801,12786,<1H OCEAN,1906,1382540,True,False
Condo,2,1,2750,9992,<1H OCEAN,1982,125892,True,True
Townhouse,3,2,3927,2206,<1H OCEAN,1991,2700544,True,False
Condo,1,3,3517,6884,NEAR OCEAN,1975,2722066,True,False
Condo,4,3,3118,5236,<1H OCEAN,1989,223422,True,False
Villa,4,1,3391,2123,<1H OCEAN,1998,138605,True,True
Condo,2,3,3117,8020,<1H OCEAN,1967,248632,True,False
Apartment,4,3,989,6368,<1H OCEAN,1933,1820776,False,False
Condo,2,3,3569,10665,NEAR OCEAN,1906,1633080,False,False
Apartment,1,1,821,2353,NEAR OCEAN,1953,1992712,True,False
Villa,2,3,2861,4144,NEAR OCEAN,1990,1268045,False,True
Townhouse,4,3,2541,10728,INLAND,1966,2437752,True,False
Apartment,2,2,2369,3084,INLAND,1996,583613,False,False
Townhouse,4,2,2287,3117,NEAR OCEAN,1911,2633654,False,False
Townhouse,5,3,1367,13219,INLAND,1957,2000928,False,False
Apartment,4,1,2772,2961,NEAR OCEAN,1982,1511214,False,False
Villa,4,3,3422,2757,<1H OCEAN,1951,2486964,False,False
House,4,1,2223,9820,NEAR OCEAN,2021,2326461,False,False
Townhouse,5,2,3439,13128,NEAR OCEAN,1980,2852766,True,False
Townhouse,3,2,3399,3788,INLAND,1955,1441962,False,False
Villa,4,3,1605,3319,NEAR OCEAN,1981,1287953,True,False
Villa,3,1,1713,2681,NEAR BAY,1902,435795,True,True
Condo,1,1,3126,11043,<1H OCEAN,1912,581928,True,False
Villa,2,1,1567,14101,NEAR OCEAN,1995,2269412,False,False
Townhouse,3,3,1933,8090,NEAR OCEAN,1962,902350,True,True
Apartment,1,1,847,2749,NEAR OCEAN,1904,510862,False,False
House,2,2,1543,10088,NEAR OCEAN,1924,2858305,False,False
Condo,4,1,1905,14457,INLAND,1985,923840,True,False
Apartment,4,1,3533,11054,INLAND,2014,1087001,False,True
House,4,3,3472,4346,NEAR BAY,2014,2578144,True,False
House,5,3,2101,2707,INLAND,1971,2403154,False,False
House,5,3,1180,5967,NEAR BAY,1951,1701998,True,True
Apartment,5,3,1109,4715,NEAR BAY,1979,2543678,False,True
Condo,5,3,3399,11111,NEAR OCEAN,1995,2242519,True,False
Condo,1,1,1341,13048,NEAR BAY,1904,1639275,False,False
House,1,1,1566,11532,<1H OCEAN,1999,272576,False,False
Apartment,4,3,2006,9035,INLAND,1958,873225,True,False
House,2,3,983,9812,NEAR BAY,1924,322770,True,True
Villa,5,1,2781,10032,<1H OCEAN,1979,562468,False,True
Condo,2,3,3313,11866,INLAND,1987,2386885,True,True
Townhouse,1,2,1438,10455,<1H OCEAN,1913,511268,False,False
House,5,1,2260,13924,NEAR OCEAN,1976,779991,True,False
Villa,1,2,1393,2479,NEAR OCEAN,1986,956912,True,True
Condo,1,1,2056,8664,INLAND,1951,879206,False,False
Apartment,3,1,2644,13045,NEAR BAY,1924,1830456,True,True
Condo,1,1,3551,9210,<1H OCEAN,1990,675938,False,False
Apartment,4,1,800,3119,NEAR OCEAN,1971,2051027,False,False
Apartment,1,1,3855,11609,NEAR BAY,1955,1192899,True,False
House,5,1,3209,6619,NEAR OCEAN,2021,1299579,False,False
House,4,1,1518,13618,NEAR OCEAN,1981,2961718,True,False
Condo,1,3,1082,10593,NEAR BAY,1936,522791,True,False
Villa,4,3,3678,3494,INLAND,1969,1646772,True,True
Condo,1,3,3016,4699,NEAR BAY,1905,1258892,False,False
Townhouse,4,2,3736,5850,<1H OCEAN,1924,175362,False,False
Apartment,2,1,2009,5937,INLAND,1919,1161864,False,False
Apartment,3,3,2969,8426,<1H OCEAN,1922,905736,True,True
House,4,3,1240,6628,INLAND,1956,2204697,True,False
Villa,5,3,1438,10137,NEAR OCEAN,1952,2637265,False,True
House,3,1,1273,8905,NEAR BAY,1958,2053271,True,False
Townhouse,3,1,3993,13950,<1H OCEAN,2017,1307196,False,False
Condo,1,2,2657,5148,INLAND,1980,788344,False,False
Condo,4,2,3579,9912,NEAR OCEAN,1995,1806753,True,True
Villa,3,1,1740,10901,NEAR OCEAN,1960,2764808,False,False
House,5,2,1459,13618,NEAR BAY,1954,2747182,True,False
House,5,3,1091,7787,NEAR BAY,1979,2365830,True,False
Townhouse,5,2,3785,3939,<1H OCEAN,2000,2088518,True,False
Condo,1,3,1046,11171,INLAND,1919,1595539,False,False
House,2,2,2741,10616,NEAR OCEAN,1902,1468371,False,False
Villa,4,3,987,7123,<1H OCEAN,1964,1160695,True,False
Condo,3,2,2346,6179,<1H OCEAN,1936,2309477,True,True
Townhouse,4,2,1356,2791,NEAR OCEAN,1934,617295,True,False
Villa,3,1,1947,6752,INLAND,2019,732932,True,False
Apartment,1,1,3737,13140,<1H OCEAN,1915,2401145,True,False
Townhouse,4,3,1046,6152,NEAR BAY,2011,561151,True,False
Villa,1,1,2160,3635,NEAR OCEAN,1903,1883981,True,True
House,1,3,1758,13975,NEAR OCEAN,1902,2477873,False,False
Apartment,4,1,3139,11160,NEAR OCEAN,2007,560635,True,False
Townhouse,4,1,2626,6496,INLAND,1916,1504703,False,False
House,3,3,3742,2951,INLAND,1943,1653252,True,False
Apartment,5,2,2998,8079,<1H OCEAN,1962,174113,True,False
Condo,1,3,2998,2521,<1H OCEAN,2005,1604409,True,False
House,2,3,923,8065,NEAR OCEAN,1997,2776851,True,False
Villa,3,3,3119,3974,<1H OCEAN,1941,2526913,False,False
Townhouse,3,1,2694,8413,NEAR OCEAN,1997,194013,False,False
Apartment,5,1,2163,3882,NEAR BAY,1916,200767,True,False
House,5,1,2552,14804,<1H OCEAN,1923,1679825,False,False
Condo,1,3,1458,7461,INLAND,1936,788725,True,False
Townhouse,3,2,3455,8283,INLAND,1901,981452,True,True
Townhouse,3,2,2385,7097,NEAR OCEAN,2019,1991046,True,False
House,2,3,1780,8407,NEAR BAY,1913,2195029,False,False
Condo,1,3,2280,6544,<1H OCEAN,1909,1583129,True,False
Apartment,1,2,3402,9394,<1H OCEAN,1914,2408177,False,False
House,5,1,3378,5131,NEAR BAY,1936,1575442,False,False
Apartment,1,3,3984,13343,NEAR BAY,1957,1060343,False,False
Townhouse,2,2,1524,7174,<1H OCEAN,1945,2483015,False,False
Apartment,1,2,2353,6095,NEAR OCEAN,1952,1012103,False,False
Condo,4,2,1445,12845,<1H OCEAN,1981,2598561,False,False
Villa,4,1,2626,12666,NEAR BAY,1955,1052218,True,False
Condo,2,2,2349,13816,INLAND,2008,908641,False,False
Apartment,5,2,2911,10713,<1H OCEAN,1912,267254,True,True
House,3,2,2216,6321,NEAR BAY,1934,2180672,True,False
Townhouse,1,3,2498,8259,INLAND,1935,756317,True,False
Villa,5,3,1317,7459,<1H OCEAN,2000,1082815,True,False
House,5,3,1128,7226,NEAR OCEAN,1973,2080162,True,False
House,1,2,1489,7638,NEAR OCEAN,2020,2949334,False,False
Condo,3,2,1278,8676,<1H OCEAN,1992,768442,False,False
Apartment,1,1,1190,9931,<1H OCEAN,1933,1176231,True,False
Condo,3,2,3422,8474,INLAND,1923,2977107,False,False
Apartment,2,1,1211,14388,NEAR OCEAN,1952,1813424,True,True
Condo,3,2,2081,6651,NEAR BAY,1926,350166,False,False
House,5,1,1668,10414,<1H OCEAN,1972,405480,False,False
Townhouse,2,3,1306,7329,NEAR OCEAN,1972,935947,False,True
Apartment,4,2,2522,11941,NEAR OCEAN,1973,1089176,True,True
Villa,2,1,2743,9972,<1H OCEAN,1911,2280586,True,True
Villa,3,3,1757,12990,<1H OCEAN,1914,2752047,True,False
House,2,3,2562,4475,NEAR BAY,1902,1826298,True,False
Condo,2,2,2534,5136,<1H OCEAN,1927,1714143,True,True
Condo,4,1,3141,13517,NEAR BAY,1908,2904823,True,False
House,3,1,1562,11073,<1H OCEAN,1938,960754,False,False
Villa,5,1,2300,8661,INLAND,1929,2591380,True,False
Villa,2,3,2653,4341,<1H OCEAN,1956,2121726,True,False
Condo,1,1,2528,2220,INLAND,1922,1811212,False,False
Apartment,5,3,3355,8570,<1H OCEAN,1929,2550234,True,False
Townhouse,2,1,2966,4360,NEAR OCEAN,1963,1348625,True,True
Apartment,5,3,2514,7834,<1H OCEAN,1915,2966661,True,True
Villa,1,2,3325,7583,INLAND,2019,1333007,True,False
Apartment,5,3,3411,14869,<1H OCEAN,1935,798653,True,False
Townhouse,5,1,2559,5648,<1H OCEAN,1929,1786267,True,False
Apartment,1,3,3689,2251,NEAR OCEAN,1945,2722561,False,True
Apartment,1,1,2142,8838,NEAR OCEAN,2000,1958060,True,False
Apartment,1,2,2218,7231,INLAND,1979,169798,False,False
Apartment,4,3,3919,3787,<1H OCEAN,1991,1916140,False,False
House,1,2,2436,2279,<1H OCEAN,2017,666552,True,False
Villa,5,3,3322,6389,NEAR OCEAN,1919,352072,True,True
Townhouse,1,3,3793,7634,INLAND,1977,2809729,True,False
Villa,2,2,3599,14466,<1H OCEAN,2008,2133575,True,False
House,1,2,1349,12428,INLAND,1955,1360861,False,False
House,1,3,2805,8311,INLAND,1992,1222791,True,True
House,3,3,3575,4101,INLAND,2009,1457217,False,False
House,5,3,2983,5649,NEAR OCEAN,1936,2911394,True,False
Apartment,5,2,3365,11842,NEAR BAY,1982,968787,False,False
Villa,2,1,1558,12555,NEAR OCEAN,1980,2074101,False,False
Condo,4,2,1123,8869,<1H OCEAN,1961,1464292,True,False
Townhouse,3,3,2725,7741,INLAND,1964,1140853,False,False
House,2,3,910,12422,INLAND,1928,1037787,True,True
Villa,2,2,2623,13523,INLAND,1992,1000764,True,False
House,5,3,1938,2023,<1H OCEAN,1987,1770023,False,False
House,3,3,2520,9261,<1H OCEAN,1982,299157,True,True
House,5,3,1523,10447,INLAND,1942,1360531,False,True
House,4,3,3335,11429,INLAND,1973,2376632,False,False
House,5,3,3212,5942,INLAND,1935,2575259,True,True
Townhouse,1,1,2307,13759,<1H OCEAN,2018,398238,True,False
Villa,5,2,1566,3063,INLAND,1916,769078,True,False
House,1,2,1631,10986,INLAND,1953,2864641,True,False
House,2,2,2960,11678,NEAR OCEAN,1916,222859,True,False
House,4,1,2093,4483,INLAND,1931,2169829,True,False
House,1,1,3167,9716,NEAR OCEAN,1915,2616065,True,False
Apartment,4,2,974,7109,INLAND,1950,2057012,True,False
Apartment,5,2,2645,3234,NEAR OCEAN,2015,2549757,False,False
Condo,5,2,3890,14177,NEAR OCEAN,1958,1822490,True,False
House,2,3,2026,13046,<1H OCEAN,2009,2270167,True,True
Condo,5,1,2758,9626,INLAND,1922,804770,False,False
Townhouse,1,1,925,12186,INLAND,1915,1670382,True,False
Condo,2,3,1794,12525,INLAND,1931,528436,False,False
Villa,4,1,2290,4291,NEAR OCEAN,1965,254834,True,False
Apartment,2,2,3101,10953,<1H OCEAN,2003,724594,False,False
Apartment,4,1,2651,6238,NEAR BAY,1969,339405,False,False
House,3,3,3776,3784,NEAR OCEAN,1973,1093661,False,False
House,1,2,3614,10511,NEAR BAY,1997,2111105,False,False
Townhouse,1,1,3139,5992,NEAR OCEAN,1961,1428707,True,False
Townhouse,4,2,998,6528,NEAR OCEAN,1929,108478,True,False
Villa,5,1,2022,5650,INLAND,2014,294861,True,False
House,5,2,1486,14409,NEAR OCEAN,1935,531024,False,False
House,3,3,2276,9402,NEAR OCEAN,1905,2333091,False,False
Townhouse,4,3,1581,4779,<1H OCEAN,1944,1332508,True,False
